Tab Name,Cell Ref,Formula,Notes
Lease Grid,FD1134,"=IF(LeaseGrid_ShowHideSections<>0,LeaseGrid_ShowHideSections,"""")&"" Property Type Characteristics""",Backend UI Toggle
Lease Grid,EZ1135,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1136,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1137,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1138,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1139,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1140,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1141,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1142,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1143,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1144,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1145,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1146,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1147,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1148,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1149,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1150,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1151,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1152,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1153,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1154,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1155,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1156,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1157,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1158,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1159,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1160,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1161,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1162,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1163,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1164,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1165,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,FD1261,"=IF(LeaseGrid_ShowHideSections<>0,LeaseGrid_ShowHideSections,"""")&"" Property Type Characteristics""",Backend UI Toggle
Lease Grid,EZ1262,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1263,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1264,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1265,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1266,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1267,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1268,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1269,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1270,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1271,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1272,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1273,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1274,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1275,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1276,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1277,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1278,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1279,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1280,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1281,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1282,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1283,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1284,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1285,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1286,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1287,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1288,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1289,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1290,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1291,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1292,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,FD1388,"=IF(LeaseGrid_ShowHideSections<>0,LeaseGrid_ShowHideSections,"""")&"" Property Type Characteristics""",Backend UI Toggle
Lease Grid,EZ1389,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1390,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1391,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1392,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1393,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1394,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1395,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1396,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1397,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1398,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1399,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1400,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1401,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1402,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1403,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1404,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1405,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1406,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1407,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1408,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1409,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1410,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1411,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1412,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1413,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1414,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1415,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1416,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1417,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1418,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1419,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,FD1515,"=IF(LeaseGrid_ShowHideSections<>0,LeaseGrid_ShowHideSections,"""")&"" Property Type Characteristics""",Backend UI Toggle
Lease Grid,EZ1516,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1517,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1518,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1519,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1520,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1521,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1522,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1523,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1524,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1525,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1526,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1527,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1528,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1529,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1530,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1531,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1532,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1533,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1534,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1535,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1536,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1537,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1538,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1539,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1540,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1541,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1542,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1543,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1544,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1545,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1546,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,FD1642,"=IF(LeaseGrid_ShowHideSections<>0,LeaseGrid_ShowHideSections,"""")&"" Property Type Characteristics""",Backend UI Toggle
Lease Grid,EZ1643,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1644,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1645,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1646,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1647,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1648,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1649,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1650,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1651,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1652,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1653,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1654,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Retail-Commercial"",SalesGrid_ShowHideCompSections=""Shopping Center""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1655,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1656,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1657,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1658,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1659,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1660,"=IF(OR(SalesGrid_ShowHideCompSections=""Industrial"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1661,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1662,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1663,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1664,"=IF(SalesGrid_ShowHideCompSections=""Multi-Family"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1665,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1666,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1667,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1668,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1669,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1670,"=IF(SalesGrid_ShowHideCompSections=""Senior Housing"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1671,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1672,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,EZ1673,"=IF(SalesGrid_ShowHideCompSections=""Lodging & Hospitality"",""Show"",""Hide"")",Backend UI Toggle
Lease Grid,FD1769,"=IF(LeaseGrid_ShowHideSections<>0,LeaseGrid_ShowHideSections,"""")&"" Property Type Characteristics""",Backend UI Toggle
Lease Grid,EZ1770,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1771,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1772,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
Lease Grid,EZ1773,"=IFERROR(IF(OR(SalesGrid_ShowHideCompSections=""Office"",N1PropertyType=""Office/Warehouse""),""Show"",""Hide""),""Hide"")",Backend UI Toggle
