Tab Name,Field Name,Formula Logic,Depends On,Cell Ref
Lease Grid,Unknown_Field_DP936,"=IFERROR(HLOOKUP($DJ936&"" ""&DP927,CompTableLease,MATCH(Comp9ID,CompIDListLease,0),FALSE),"""")",,DP936
Lease Grid,Unknown_Field_DQ936,"=IFERROR(HLOOKUP($DJ936&"" ""&IF(DQ$684=""SF"",""SF"",""Size M2""),CompTableLease,MATCH(Comp9ID,CompIDListLease,0),FALSE),"""")",,DQ936
Lease Grid,Unknown_Field_DR936,"=IFERROR(HLOOKUP($DJ936&"" ""&DR927,CompTableLease,MATCH(Comp9ID,CompIDListLease,0),FALSE),"""")",,DR936
Lease Grid,Unknown_Field_DS936,"=IFERROR(HLOOKUP($DJ936&"" ""&DS927,CompTableLease,MATCH(Comp9ID,CompIDListLease,0),FALSE),"""")",,DS936
Lease Grid,Unknown_Field_DT936,"=IFERROR(HLOOKUP($DJ936&"" ""&DT927,CompTableLease,MATCH(Comp9ID,CompIDListLease,0),FALSE),"""")",,DT936
Lease Grid,Unknown_Field_DU936,"=IFERROR(HLOOKUP($DJ936&"" ""&DU927,CompTableLease,MATCH(Comp9ID,CompIDListLease,0),FALSE),"""")",,DU936
Lease Grid,Unknown_Field_DV936,"=IFERROR(HLOOKUP($DJ936&"" ""&DV927,CompTableLease,MATCH(Comp9ID,CompIDListLease,0),FALSE),"""")",,DV936
Lease Grid,Unknown_Field_DW936,"=IFERROR(HLOOKUP($DJ936&"" ""&DW927,CompTableLease,MATCH(Comp9ID,CompIDListLease,0),FALSE),"""")",,DW936
Lease Grid,Unknown_Field_DJ937,"=IF(ISERROR(INDEX($H$107:$H$121,MATCH(DI937,Comp10UnitTypes,0))),0,INDEX($H$107:$H$121,MATCH(DI937,Comp10UnitTypes,0)))",,DJ937
Lease Grid,Unknown_Field_DL937,"=IF(Comp10Name <> 0,10,"""")",,DL937
Lease Grid,Unknown_Field_DM937,"=IFERROR(HLOOKUP(""Name"",CompTableLease,MATCH(Comp10ID,CompIDListLease,0),FALSE),"""")",,DM937
Lease Grid,Unknown_Field_DN937,"=IFERROR(HLOOKUP(""Unit "" &DJ937,CompTableLease,MATCH(Comp10ID,CompIDListLease,0),FALSE),"""")",,DN937
Lease Grid,Unknown_Field_DO937,"=IFERROR(HLOOKUP(""No. of ""&$DJ937,CompTableLease,MATCH(Comp10ID,CompIDListLease,0),FALSE),"""")",,DO937
Lease Grid,Unknown_Field_DP937,"=IFERROR(HLOOKUP($DJ937&"" ""&DP927,CompTableLease,MATCH(Comp10ID,CompIDListLease,0),FALSE),"""")",,DP937
Lease Grid,Unknown_Field_DQ937,"=IFERROR(HLOOKUP($DJ937&"" ""&IF(DQ$684=""SF"",""SF"",""Size M2""),CompTableLease,MATCH(Comp10ID,CompIDListLease,0),FALSE),"""")",,DQ937
Lease Grid,Unknown_Field_DR937,"=IFERROR(HLOOKUP($DJ937&"" ""&DR927,CompTableLease,MATCH(Comp10ID,CompIDListLease,0),FALSE),"""")",,DR937
Lease Grid,Unknown_Field_DS937,"=IFERROR(HLOOKUP($DJ937&"" ""&DS927,CompTableLease,MATCH(Comp10ID,CompIDListLease,0),FALSE),"""")",,DS937
Lease Grid,Unknown_Field_DT937,"=IFERROR(HLOOKUP($DJ937&"" ""&DT927,CompTableLease,MATCH(Comp10ID,CompIDListLease,0),FALSE),"""")",,DT937
Lease Grid,Unknown_Field_DU937,"=IFERROR(HLOOKUP($DJ937&"" ""&DU927,CompTableLease,MATCH(Comp10ID,CompIDListLease,0),FALSE),"""")",,DU937
Lease Grid,Unknown_Field_DV937,"=IFERROR(HLOOKUP($DJ937&"" ""&DV927,CompTableLease,MATCH(Comp10ID,CompIDListLease,0),FALSE),"""")",,DV937
Lease Grid,Unknown_Field_DW937,"=IFERROR(HLOOKUP($DJ937&"" ""&DW927,CompTableLease,MATCH(Comp10ID,CompIDListLease,0),FALSE),"""")",,DW937
Lease Grid,Reconciled Market Rent,=DL926,,DN939
Lease Grid,Reconciled Market Rent,"=OFFSET(MFInventoryNoUnitsColumnAnchor,13,0)",,DO939
Lease Grid,Reconciled Market Rent,"=OFFSET(MFInventorySFColumnAnchor,13,0)",,DQ939
Lease Grid,Reconciled Market Rent,"=OFFSET(MFInventoryRoomsColumnAnchor,13,0)",,DS939
Lease Grid,Unknown_Field_DT939,"=OFFSET(MFInventoryBedroomsColumnAnchor,13,0)",,DT939
Lease Grid,Unknown_Field_DU939,"=OFFSET(MFInventoryBathroomsColumnAnchor,13,0)",,DU939
Lease Grid,Unknown_Field_DW939,"=IFERROR(DV939/DQ939,0)",,DW939
Lease Grid,Subject,"=OFFSET(MFInventoryDescriptionColumnAnchor,14,0)",,DL946
Lease Grid,Name,=DN927,,DN947
Lease Grid,Name,=DO927,,DO947
Lease Grid,Name,=DP927,,DP947
Lease Grid,Name,=DQ927,,DQ947
Lease Grid,Name,=DR927,,DR947
Lease Grid,Name,=DS927,,DS947
Lease Grid,Unknown_Field_DT947,=DT927,,DT947
Lease Grid,Unknown_Field_DU947,=DU927,,DU947
Lease Grid,Enter Market Rent Here,=DV927,,DV947
Lease Grid,Unknown_Field_DW947,=DW927,,DW947
Lease Grid,Click for list,"=IF(ISERROR(INDEX($H$107:$H$121,MATCH(DI948,Comp1UnitTypes,0))),0,INDEX($H$107:$H$121,MATCH(DI948,Comp1UnitTypes,0)))",,DJ948
Lease Grid,Click for list,"=IF(Comp1Name <> 0,1,"""")",,DL948
Lease Grid,Click for list,"=IFERROR(HLOOKUP(""Name"",CompTableLease,MATCH(Comp1ID,CompIDListLease,0),FALSE),"""")",,DM948
Lease Grid,Click for list,"=IFERROR(HLOOKUP(""Unit "" &DJ948,CompTableLease,MATCH(Comp1ID,CompIDListLease,0),FALSE),"""")",,DN948
Lease Grid,Click for list,"=IFERROR(HLOOKUP(""No. of ""&$DJ948,CompTableLease,MATCH(Comp1ID,CompIDListLease,0),FALSE),"""")",,DO948
Lease Grid,Unknown_Field_DP948,"=IFERROR(HLOOKUP($DJ948&"" ""&DP947,CompTableLease,MATCH(Comp1ID,CompIDListLease,0),FALSE),"""")",,DP948
Lease Grid,Unknown_Field_DQ948,"=IFERROR(HLOOKUP($DJ948&"" ""&IF(DQ$684=""SF"",""SF"",""Size M2""),CompTableLease,MATCH(Comp1ID,CompIDListLease,0),FALSE),"""")",,DQ948
Lease Grid,Unknown_Field_DR948,"=IFERROR(HLOOKUP($DJ948&"" ""&DR947,CompTableLease,MATCH(Comp1ID,CompIDListLease,0),FALSE),"""")",,DR948
Lease Grid,Unknown_Field_DS948,"=IFERROR(HLOOKUP($DJ948&"" ""&DS947,CompTableLease,MATCH(Comp1ID,CompIDListLease,0),FALSE),"""")",,DS948
Lease Grid,Unknown_Field_DT948,"=IFERROR(HLOOKUP($DJ948&"" ""&DT947,CompTableLease,MATCH(Comp1ID,CompIDListLease,0),FALSE),"""")",,DT948
Lease Grid,Unknown_Field_DU948,"=IFERROR(HLOOKUP($DJ948&"" ""&DU947,CompTableLease,MATCH(Comp1ID,CompIDListLease,0),FALSE),"""")",,DU948
Lease Grid,Unknown_Field_DV948,"=IFERROR(HLOOKUP($DJ948&"" ""&DV947,CompTableLease,MATCH(Comp1ID,CompIDListLease,0),FALSE),"""")",,DV948
Lease Grid,Unknown_Field_DW948,"=IFERROR(HLOOKUP($DJ948&"" ""&DW947,CompTableLease,MATCH(Comp1ID,CompIDListLease,0),FALSE),"""")",,DW948
Lease Grid,Unknown_Field_DJ949,"=IF(ISERROR(INDEX($H$107:$H$121,MATCH(DI949,Comp2UnitTypes,0))),0,INDEX($H$107:$H$121,MATCH(DI949,Comp2UnitTypes,0)))",,DJ949
Lease Grid,Unknown_Field_DL949,"=IF(Comp2Name <> 0,2,"""")",,DL949
Lease Grid,Name,"=IFERROR(HLOOKUP(""Name"",CompTableLease,MATCH(Comp2ID,CompIDListLease,0),FALSE),"""")",,DM949
Lease Grid,Unknown_Field_DN949,"=IFERROR(HLOOKUP(""Unit "" &DJ949,CompTableLease,MATCH(Comp2ID,CompIDListLease,0),FALSE),"""")",,DN949
Lease Grid,Unknown_Field_DO949,"=IFERROR(HLOOKUP(""No. of ""&$DJ949,CompTableLease,MATCH(Comp2ID,CompIDListLease,0),FALSE),"""")",,DO949
Lease Grid,Unknown_Field_DP949,"=IFERROR(HLOOKUP($DJ949&"" ""&DP947,CompTableLease,MATCH(Comp2ID,CompIDListLease,0),FALSE),"""")",,DP949
Lease Grid,Unknown_Field_DQ949,"=IFERROR(HLOOKUP($DJ949&"" ""&IF(DQ$684=""SF"",""SF"",""Size M2""),CompTableLease,MATCH(Comp2ID,CompIDListLease,0),FALSE),"""")",,DQ949
Lease Grid,Unknown_Field_DR949,"=IFERROR(HLOOKUP($DJ949&"" ""&DR947,CompTableLease,MATCH(Comp2ID,CompIDListLease,0),FALSE),"""")",,DR949
Lease Grid,Unknown_Field_DS949,"=IFERROR(HLOOKUP($DJ949&"" ""&DS947,CompTableLease,MATCH(Comp2ID,CompIDListLease,0),FALSE),"""")",,DS949
Lease Grid,Unknown_Field_DT949,"=IFERROR(HLOOKUP($DJ949&"" ""&DT947,CompTableLease,MATCH(Comp2ID,CompIDListLease,0),FALSE),"""")",,DT949
Lease Grid,Unknown_Field_DU949,"=IFERROR(HLOOKUP($DJ949&"" ""&DU947,CompTableLease,MATCH(Comp2ID,CompIDListLease,0),FALSE),"""")",,DU949
Lease Grid,Unknown_Field_DV949,"=IFERROR(HLOOKUP($DJ949&"" ""&DV947,CompTableLease,MATCH(Comp2ID,CompIDListLease,0),FALSE),"""")",,DV949
Lease Grid,Unknown_Field_DW949,"=IFERROR(HLOOKUP($DJ949&"" ""&DW947,CompTableLease,MATCH(Comp2ID,CompIDListLease,0),FALSE),"""")",,DW949
Lease Grid,Unknown_Field_DJ950,"=IF(ISERROR(INDEX($H$107:$H$121,MATCH(DI950,Comp3UnitTypes,0))),0,INDEX($H$107:$H$121,MATCH(DI950,Comp3UnitTypes,0)))",,DJ950
Lease Grid,Unknown_Field_DL950,"=IF(Comp3Name <> 0,3,"""")",,DL950
Lease Grid,Name,"=IFERROR(HLOOKUP(""Name"",CompTableLease,MATCH(Comp3ID,CompIDListLease,0),FALSE),"""")",,DM950
Lease Grid,Unknown_Field_DN950,"=IFERROR(HLOOKUP(""Unit "" &DJ950,CompTableLease,MATCH(Comp3ID,CompIDListLease,0),FALSE),"""")",,DN950
Lease Grid,Unknown_Field_DO950,"=IFERROR(HLOOKUP(""No. of ""&$DJ950,CompTableLease,MATCH(Comp3ID,CompIDListLease,0),FALSE),"""")",,DO950
Lease Grid,Unknown_Field_DP950,"=IFERROR(HLOOKUP($DJ950&"" ""&DP947,CompTableLease,MATCH(Comp3ID,CompIDListLease,0),FALSE),"""")",,DP950
Lease Grid,Unknown_Field_DQ950,"=IFERROR(HLOOKUP($DJ950&"" ""&IF(DQ$684=""SF"",""SF"",""Size M2""),CompTableLease,MATCH(Comp3ID,CompIDListLease,0),FALSE),"""")",,DQ950
Lease Grid,Unknown_Field_DR950,"=IFERROR(HLOOKUP($DJ950&"" ""&DR947,CompTableLease,MATCH(Comp3ID,CompIDListLease,0),FALSE),"""")",,DR950
Lease Grid,Unknown_Field_DS950,"=IFERROR(HLOOKUP($DJ950&"" ""&DS947,CompTableLease,MATCH(Comp3ID,CompIDListLease,0),FALSE),"""")",,DS950
Lease Grid,Unknown_Field_DT950,"=IFERROR(HLOOKUP($DJ950&"" ""&DT947,CompTableLease,MATCH(Comp3ID,CompIDListLease,0),FALSE),"""")",,DT950
Lease Grid,Unknown_Field_DU950,"=IFERROR(HLOOKUP($DJ950&"" ""&DU947,CompTableLease,MATCH(Comp3ID,CompIDListLease,0),FALSE),"""")",,DU950
Lease Grid,Unknown_Field_DV950,"=IFERROR(HLOOKUP($DJ950&"" ""&DV947,CompTableLease,MATCH(Comp3ID,CompIDListLease,0),FALSE),"""")",,DV950
Lease Grid,Unknown_Field_DW950,"=IFERROR(HLOOKUP($DJ950&"" ""&DW947,CompTableLease,MATCH(Comp3ID,CompIDListLease,0),FALSE),"""")",,DW950
Lease Grid,Unknown_Field_DJ951,"=IF(ISERROR(INDEX($H$107:$H$121,MATCH(DI951,Comp4UnitTypes,0))),0,INDEX($H$107:$H$121,MATCH(DI951,Comp4UnitTypes,0)))",,DJ951
Lease Grid,Unknown_Field_DL951,"=IF(Comp4Name <> 0,4,"""")",,DL951
Lease Grid,Name,"=IFERROR(HLOOKUP(""Name"",CompTableLease,MATCH(Comp4ID,CompIDListLease,0),FALSE),"""")",,DM951
Lease Grid,Unknown_Field_DN951,"=IFERROR(HLOOKUP(""Unit "" &DJ951,CompTableLease,MATCH(Comp4ID,CompIDListLease,0),FALSE),"""")",,DN951
Lease Grid,Unknown_Field_DO951,"=IFERROR(HLOOKUP(""No. of ""&$DJ951,CompTableLease,MATCH(Comp4ID,CompIDListLease,0),FALSE),"""")",,DO951
Lease Grid,Unknown_Field_DP951,"=IFERROR(HLOOKUP($DJ951&"" ""&DP947,CompTableLease,MATCH(Comp4ID,CompIDListLease,0),FALSE),"""")",,DP951
Lease Grid,Unknown_Field_DQ951,"=IFERROR(HLOOKUP($DJ951&"" ""&IF(DQ$684=""SF"",""SF"",""Size M2""),CompTableLease,MATCH(Comp4ID,CompIDListLease,0),FALSE),"""")",,DQ951
Lease Grid,Unknown_Field_DR951,"=IFERROR(HLOOKUP($DJ951&"" ""&DR947,CompTableLease,MATCH(Comp4ID,CompIDListLease,0),FALSE),"""")",,DR951
Lease Grid,Unknown_Field_DS951,"=IFERROR(HLOOKUP($DJ951&"" ""&DS947,CompTableLease,MATCH(Comp4ID,CompIDListLease,0),FALSE),"""")",,DS951
Lease Grid,Unknown_Field_DT951,"=IFERROR(HLOOKUP($DJ951&"" ""&DT947,CompTableLease,MATCH(Comp4ID,CompIDListLease,0),FALSE),"""")",,DT951
Lease Grid,Unknown_Field_DU951,"=IFERROR(HLOOKUP($DJ951&"" ""&DU947,CompTableLease,MATCH(Comp4ID,CompIDListLease,0),FALSE),"""")",,DU951
Lease Grid,Unknown_Field_DV951,"=IFERROR(HLOOKUP($DJ951&"" ""&DV947,CompTableLease,MATCH(Comp4ID,CompIDListLease,0),FALSE),"""")",,DV951
Lease Grid,Unknown_Field_DW951,"=IFERROR(HLOOKUP($DJ951&"" ""&DW947,CompTableLease,MATCH(Comp4ID,CompIDListLease,0),FALSE),"""")",,DW951
Lease Grid,Unknown_Field_DJ952,"=IF(ISERROR(INDEX($H$107:$H$121,MATCH(DI952,Comp5UnitTypes,0))),0,INDEX($H$107:$H$121,MATCH(DI952,Comp5UnitTypes,0)))",,DJ952
Lease Grid,Unknown_Field_DL952,"=IF(Comp5Name <> 0,5,"""")",,DL952
Lease Grid,Name,"=IFERROR(HLOOKUP(""Name"",CompTableLease,MATCH(Comp5ID,CompIDListLease,0),FALSE),"""")",,DM952
Lease Grid,Unknown_Field_DN952,"=IFERROR(HLOOKUP(""Unit "" &DJ952,CompTableLease,MATCH(Comp5ID,CompIDListLease,0),FALSE),"""")",,DN952
Lease Grid,Unknown_Field_DO952,"=IFERROR(HLOOKUP(""No. of ""&$DJ952,CompTableLease,MATCH(Comp5ID,CompIDListLease,0),FALSE),"""")",,DO952
Lease Grid,Unknown_Field_DP952,"=IFERROR(HLOOKUP($DJ952&"" ""&DP947,CompTableLease,MATCH(Comp5ID,CompIDListLease,0),FALSE),"""")",,DP952
Lease Grid,Unknown_Field_DQ952,"=IFERROR(HLOOKUP($DJ952&"" ""&IF(DQ$684=""SF"",""SF"",""Size M2""),CompTableLease,MATCH(Comp5ID,CompIDListLease,0),FALSE),"""")",,DQ952
Lease Grid,Unknown_Field_DR952,"=IFERROR(HLOOKUP($DJ952&"" ""&DR947,CompTableLease,MATCH(Comp5ID,CompIDListLease,0),FALSE),"""")",,DR952
Lease Grid,Unknown_Field_DS952,"=IFERROR(HLOOKUP($DJ952&"" ""&DS947,CompTableLease,MATCH(Comp5ID,CompIDListLease,0),FALSE),"""")",,DS952
Lease Grid,Unknown_Field_DT952,"=IFERROR(HLOOKUP($DJ952&"" ""&DT947,CompTableLease,MATCH(Comp5ID,CompIDListLease,0),FALSE),"""")",,DT952
Lease Grid,Unknown_Field_DU952,"=IFERROR(HLOOKUP($DJ952&"" ""&DU947,CompTableLease,MATCH(Comp5ID,CompIDListLease,0),FALSE),"""")",,DU952
Lease Grid,Unknown_Field_DV952,"=IFERROR(HLOOKUP($DJ952&"" ""&DV947,CompTableLease,MATCH(Comp5ID,CompIDListLease,0),FALSE),"""")",,DV952
Lease Grid,Unknown_Field_DW952,"=IFERROR(HLOOKUP($DJ952&"" ""&DW947,CompTableLease,MATCH(Comp5ID,CompIDListLease,0),FALSE),"""")",,DW952
Lease Grid,Unknown_Field_DJ953,"=IF(ISERROR(INDEX($H$107:$H$121,MATCH(DI953,Comp6UnitTypes,0))),0,INDEX($H$107:$H$121,MATCH(DI953,Comp6UnitTypes,0)))",,DJ953
Lease Grid,Unknown_Field_DL953,"=IF(Comp6Name <> 0,6,"""")",,DL953
Lease Grid,Name,"=IFERROR(HLOOKUP(""Name"",CompTableLease,MATCH(Comp6ID,CompIDListLease,0),FALSE),"""")",,DM953
Lease Grid,Unknown_Field_DN953,"=IFERROR(HLOOKUP(""Unit "" &DJ953,CompTableLease,MATCH(Comp6ID,CompIDListLease,0),FALSE),"""")",,DN953
Lease Grid,Unknown_Field_DO953,"=IFERROR(HLOOKUP(""No. of ""&$DJ953,CompTableLease,MATCH(Comp6ID,CompIDListLease,0),FALSE),"""")",,DO953
Lease Grid,Unknown_Field_DP953,"=IFERROR(HLOOKUP($DJ953&"" ""&DP947,CompTableLease,MATCH(Comp6ID,CompIDListLease,0),FALSE),"""")",,DP953
Lease Grid,Unknown_Field_DQ953,"=IFERROR(HLOOKUP($DJ953&"" ""&IF(DQ$684=""SF"",""SF"",""Size M2""),CompTableLease,MATCH(Comp6ID,CompIDListLease,0),FALSE),"""")",,DQ953
Lease Grid,Unknown_Field_DR953,"=IFERROR(HLOOKUP($DJ953&"" ""&DR947,CompTableLease,MATCH(Comp6ID,CompIDListLease,0),FALSE),"""")",,DR953
Lease Grid,Unknown_Field_DS953,"=IFERROR(HLOOKUP($DJ953&"" ""&DS947,CompTableLease,MATCH(Comp6ID,CompIDListLease,0),FALSE),"""")",,DS953
Lease Grid,Unknown_Field_DT953,"=IFERROR(HLOOKUP($DJ953&"" ""&DT947,CompTableLease,MATCH(Comp6ID,CompIDListLease,0),FALSE),"""")",,DT953
Lease Grid,Unknown_Field_DU953,"=IFERROR(HLOOKUP($DJ953&"" ""&DU947,CompTableLease,MATCH(Comp6ID,CompIDListLease,0),FALSE),"""")",,DU953
Lease Grid,Unknown_Field_DV953,"=IFERROR(HLOOKUP($DJ953&"" ""&DV947,CompTableLease,MATCH(Comp6ID,CompIDListLease,0),FALSE),"""")",,DV953
Lease Grid,Unknown_Field_DW953,"=IFERROR(HLOOKUP($DJ953&"" ""&DW947,CompTableLease,MATCH(Comp6ID,CompIDListLease,0),FALSE),"""")",,DW953
Lease Grid,Unknown_Field_DJ954,"=IF(ISERROR(INDEX($H$107:$H$121,MATCH(DI954,Comp7UnitTypes,0))),0,INDEX($H$107:$H$121,MATCH(DI954,Comp7UnitTypes,0)))",,DJ954
Lease Grid,Unknown_Field_DL954,"=IF(Comp7Name <> 0,7,"""")",,DL954
Lease Grid,Unknown_Field_DM954,"=IFERROR(HLOOKUP(""Name"",CompTableLease,MATCH(Comp7ID,CompIDListLease,0),FALSE),"""")",,DM954
Lease Grid,Unknown_Field_DN954,"=IFERROR(HLOOKUP(""Unit "" &DJ954,CompTableLease,MATCH(Comp7ID,CompIDListLease,0),FALSE),"""")",,DN954
Lease Grid,Unknown_Field_DO954,"=IFERROR(HLOOKUP(""No. of ""&$DJ954,CompTableLease,MATCH(Comp7ID,CompIDListLease,0),FALSE),"""")",,DO954
Lease Grid,Unknown_Field_DP954,"=IFERROR(HLOOKUP($DJ954&"" ""&DP947,CompTableLease,MATCH(Comp7ID,CompIDListLease,0),FALSE),"""")",,DP954
Lease Grid,Unknown_Field_DQ954,"=IFERROR(HLOOKUP($DJ954&"" ""&IF(DQ$684=""SF"",""SF"",""Size M2""),CompTableLease,MATCH(Comp7ID,CompIDListLease,0),FALSE),"""")",,DQ954
Lease Grid,Unknown_Field_DR954,"=IFERROR(HLOOKUP($DJ954&"" ""&DR947,CompTableLease,MATCH(Comp7ID,CompIDListLease,0),FALSE),"""")",,DR954
Lease Grid,Unknown_Field_DS954,"=IFERROR(HLOOKUP($DJ954&"" ""&DS947,CompTableLease,MATCH(Comp7ID,CompIDListLease,0),FALSE),"""")",,DS954
Lease Grid,Unknown_Field_DT954,"=IFERROR(HLOOKUP($DJ954&"" ""&DT947,CompTableLease,MATCH(Comp7ID,CompIDListLease,0),FALSE),"""")",,DT954
Lease Grid,Unknown_Field_DU954,"=IFERROR(HLOOKUP($DJ954&"" ""&DU947,CompTableLease,MATCH(Comp7ID,CompIDListLease,0),FALSE),"""")",,DU954
Lease Grid,Unknown_Field_DV954,"=IFERROR(HLOOKUP($DJ954&"" ""&DV947,CompTableLease,MATCH(Comp7ID,CompIDListLease,0),FALSE),"""")",,DV954
Lease Grid,Unknown_Field_DW954,"=IFERROR(HLOOKUP($DJ954&"" ""&DW947,CompTableLease,MATCH(Comp7ID,CompIDListLease,0),FALSE),"""")",,DW954
Lease Grid,Unknown_Field_DJ955,"=IF(ISERROR(INDEX($H$107:$H$121,MATCH(DI955,Comp8UnitTypes,0))),0,INDEX($H$107:$H$121,MATCH(DI955,Comp8UnitTypes,0)))",,DJ955
Lease Grid,Unknown_Field_DL955,"=IF(Comp8Name <> 0,8,"""")",,DL955
Lease Grid,Unknown_Field_DM955,"=IFERROR(HLOOKUP(""Name"",CompTableLease,MATCH(Comp8ID,CompIDListLease,0),FALSE),"""")",,DM955
Lease Grid,Unknown_Field_DN955,"=IFERROR(HLOOKUP(""Unit "" &DJ955,CompTableLease,MATCH(Comp8ID,CompIDListLease,0),FALSE),"""")",,DN955
Lease Grid,Unknown_Field_DO955,"=IFERROR(HLOOKUP(""No. of ""&$DJ955,CompTableLease,MATCH(Comp8ID,CompIDListLease,0),FALSE),"""")",,DO955
Lease Grid,Unknown_Field_DP955,"=IFERROR(HLOOKUP($DJ955&"" ""&DP947,CompTableLease,MATCH(Comp8ID,CompIDListLease,0),FALSE),"""")",,DP955
Lease Grid,Unknown_Field_DQ955,"=IFERROR(HLOOKUP($DJ955&"" ""&IF(DQ$684=""SF"",""SF"",""Size M2""),CompTableLease,MATCH(Comp8ID,CompIDListLease,0),FALSE),"""")",,DQ955
Lease Grid,Unknown_Field_DR955,"=IFERROR(HLOOKUP($DJ955&"" ""&DR947,CompTableLease,MATCH(Comp8ID,CompIDListLease,0),FALSE),"""")",,DR955
Lease Grid,Unknown_Field_DS955,"=IFERROR(HLOOKUP($DJ955&"" ""&DS947,CompTableLease,MATCH(Comp8ID,CompIDListLease,0),FALSE),"""")",,DS955
Lease Grid,Unknown_Field_DT955,"=IFERROR(HLOOKUP($DJ955&"" ""&DT947,CompTableLease,MATCH(Comp8ID,CompIDListLease,0),FALSE),"""")",,DT955
Lease Grid,Unknown_Field_DU955,"=IFERROR(HLOOKUP($DJ955&"" ""&DU947,CompTableLease,MATCH(Comp8ID,CompIDListLease,0),FALSE),"""")",,DU955
Lease Grid,Unknown_Field_DV955,"=IFERROR(HLOOKUP($DJ955&"" ""&DV947,CompTableLease,MATCH(Comp8ID,CompIDListLease,0),FALSE),"""")",,DV955
Lease Grid,Unknown_Field_DW955,"=IFERROR(HLOOKUP($DJ955&"" ""&DW947,CompTableLease,MATCH(Comp8ID,CompIDListLease,0),FALSE),"""")",,DW955
Lease Grid,Unknown_Field_DJ956,"=IF(ISERROR(INDEX($H$107:$H$121,MATCH(DI956,Comp9UnitTypes,0))),0,INDEX($H$107:$H$121,MATCH(DI956,Comp9UnitTypes,0)))",,DJ956
Lease Grid,Unknown_Field_DL956,"=IF(Comp9Name <> 0,9,"""")",,DL956
Lease Grid,Unknown_Field_DM956,"=IFERROR(HLOOKUP(""Name"",CompTableLease,MATCH(Comp9ID,CompIDListLease,0),FALSE),"""")",,DM956
Lease Grid,Unknown_Field_DN956,"=IFERROR(HLOOKUP(""Unit "" &DJ956,CompTableLease,MATCH(Comp9ID,CompIDListLease,0),FALSE),"""")",,DN956
Lease Grid,Unknown_Field_DO956,"=IFERROR(HLOOKUP(""No. of ""&$DJ956,CompTableLease,MATCH(Comp9ID,CompIDListLease,0),FALSE),"""")",,DO956
Lease Grid,Unknown_Field_DP956,"=IFERROR(HLOOKUP($DJ956&"" ""&DP947,CompTableLease,MATCH(Comp9ID,CompIDListLease,0),FALSE),"""")",,DP956
Lease Grid,Unknown_Field_DQ956,"=IFERROR(HLOOKUP($DJ956&"" ""&IF(DQ$684=""SF"",""SF"",""Size M2""),CompTableLease,MATCH(Comp9ID,CompIDListLease,0),FALSE),"""")",,DQ956
Lease Grid,Unknown_Field_DR956,"=IFERROR(HLOOKUP($DJ956&"" ""&DR947,CompTableLease,MATCH(Comp9ID,CompIDListLease,0),FALSE),"""")",,DR956
Lease Grid,Unknown_Field_DS956,"=IFERROR(HLOOKUP($DJ956&"" ""&DS947,CompTableLease,MATCH(Comp9ID,CompIDListLease,0),FALSE),"""")",,DS956
Lease Grid,Unknown_Field_DT956,"=IFERROR(HLOOKUP($DJ956&"" ""&DT947,CompTableLease,MATCH(Comp9ID,CompIDListLease,0),FALSE),"""")",,DT956
Lease Grid,Unknown_Field_DU956,"=IFERROR(HLOOKUP($DJ956&"" ""&DU947,CompTableLease,MATCH(Comp9ID,CompIDListLease,0),FALSE),"""")",,DU956
Lease Grid,Unknown_Field_DV956,"=IFERROR(HLOOKUP($DJ956&"" ""&DV947,CompTableLease,MATCH(Comp9ID,CompIDListLease,0),FALSE),"""")",,DV956
Lease Grid,Unknown_Field_DW956,"=IFERROR(HLOOKUP($DJ956&"" ""&DW947,CompTableLease,MATCH(Comp9ID,CompIDListLease,0),FALSE),"""")",,DW956
Lease Grid,Unknown_Field_DJ957,"=IF(ISERROR(INDEX($H$107:$H$121,MATCH(DI957,Comp10UnitTypes,0))),0,INDEX($H$107:$H$121,MATCH(DI957,Comp10UnitTypes,0)))",,DJ957
Lease Grid,Unknown_Field_DL957,"=IF(Comp10Name <> 0,10,"""")",,DL957
Lease Grid,Unknown_Field_DM957,"=IFERROR(HLOOKUP(""Name"",CompTableLease,MATCH(Comp10ID,CompIDListLease,0),FALSE),"""")",,DM957
Lease Grid,Unknown_Field_DN957,"=IFERROR(HLOOKUP(""Unit "" &DJ957,CompTableLease,MATCH(Comp10ID,CompIDListLease,0),FALSE),"""")",,DN957
Lease Grid,Unknown_Field_DO957,"=IFERROR(HLOOKUP(""No. of ""&$DJ957,CompTableLease,MATCH(Comp10ID,CompIDListLease,0),FALSE),"""")",,DO957
Lease Grid,Unknown_Field_DP957,"=IFERROR(HLOOKUP($DJ957&"" ""&DP947,CompTableLease,MATCH(Comp10ID,CompIDListLease,0),FALSE),"""")",,DP957
Lease Grid,Unknown_Field_DQ957,"=IFERROR(HLOOKUP($DJ957&"" ""&IF(DQ$684=""SF"",""SF"",""Size M2""),CompTableLease,MATCH(Comp10ID,CompIDListLease,0),FALSE),"""")",,DQ957
Lease Grid,Unknown_Field_DR957,"=IFERROR(HLOOKUP($DJ957&"" ""&DR947,CompTableLease,MATCH(Comp10ID,CompIDListLease,0),FALSE),"""")",,DR957
Lease Grid,Unknown_Field_DS957,"=IFERROR(HLOOKUP($DJ957&"" ""&DS947,CompTableLease,MATCH(Comp10ID,CompIDListLease,0),FALSE),"""")",,DS957
