Tab Name,Field Name,Formula Logic,Depends On,Named Range Dependencies,Cell Ref
Sales Approach,Air Conditioning_Window_Wall Unit,"=MATCH(FW125,CompHeaders,0)",,,FW126
Sales Approach,Airport Shuttle,"=MATCH(FX125,CompHeaders,0)",,,FX126
Sales Approach,Ancillary Sports_Activities_Services,"=MATCH(FY125,CompHeaders,0)",,,FY126
Sales Approach,Ballroom,"=MATCH(FZ125,CompHeaders,0)",,,FZ126
Sales Approach,Bar_Lounge,"=MATCH(GA125,CompHeaders,0)",,,GA126
Sales Approach,Basketball,"=MATCH(GB125,CompHeaders,0)",,,GB126
Sales Approach,BBQ_Grill_Picnic Area,"=MATCH(GC125,CompHeaders,0)",,,GC126
Sales Approach,Beach_Direct Access,"=MATCH(GD125,CompHeaders,0)",,,GD126
Sales Approach,Beach Services,"=MATCH(GE125,CompHeaders,0)",,,GE126
Sales Approach,Bike Room,"=MATCH(GF125,CompHeaders,0)",,,GF126
Sales Approach,Billiards,"=MATCH(GG125,CompHeaders,0)",,,GG126
Sales Approach,Bistro,"=MATCH(GH125,CompHeaders,0)",,,GH126
Sales Approach,Boardrooms,"=MATCH(GI125,CompHeaders,0)",,,GI126
Sales Approach,Bocce Ball,"=MATCH(GJ125,CompHeaders,0)",,,GJ126
Sales Approach,Boutique,"=MATCH(GK125,CompHeaders,0)",,,GK126
Sales Approach,Breakfast Dining Area,"=MATCH(GL125,CompHeaders,0)",,,GL126
Sales Approach,Business Center,"=MATCH(GM125,CompHeaders,0)",,,GM126
Sales Approach,Cafe,"=MATCH(GN125,CompHeaders,0)",,,GN126
Sales Approach,Car Rental Desk,"=MATCH(GO125,CompHeaders,0)",,,GO126
Sales Approach,Carpet_Drapes_Blinds,"=MATCH(GP125,CompHeaders,0)",,,GP126
Sales Approach,Casino,"=MATCH(GQ125,CompHeaders,0)",,,GQ126
Sales Approach,Ceiling Fans,"=MATCH(GR125,CompHeaders,0)",,,GR126
Sales Approach,Clubhouse_Rec Building,"=MATCH(GS125,CompHeaders,0)",,,GS126
Sales Approach,Coffee Station,"=MATCH(GT125,CompHeaders,0)",,,GT126
Sales Approach,Complimentary Services Area,"=MATCH(GU125,CompHeaders,0)",,,GU126
Sales Approach,Concierge,"=MATCH(GV125,CompHeaders,0)",,,GV126
Sales Approach,Covered Parking,"=MATCH(GW125,CompHeaders,0)",,,GW126
Sales Approach,Dishwasher,"=MATCH(GX125,CompHeaders,0)",,,GX126
Sales Approach,Dry Cleaning,"=MATCH(GY125,CompHeaders,0)",,,GY126
Sales Approach,Electric Vehicle Chargers,"=MATCH(GZ125,CompHeaders,0)",,,GZ126
Sales Approach,Elevators,"=MATCH(HA125,CompHeaders,0)",,,HA126
Sales Approach,Escalators,"=MATCH(HB125,CompHeaders,0)",,,HB126
Sales Approach,FedEx_Leased,"=MATCH(HC125,CompHeaders,0)",,,HC126
Sales Approach,Fine Dining Restaurant,"=MATCH(HD125,CompHeaders,0)",,,HD126
Sales Approach,Fireplace,"=MATCH(HE125,CompHeaders,0)",,,HE126
Sales Approach,Fishing,"=MATCH(HF125,CompHeaders,0)",,,HF126
Sales Approach,Fitness Center,"=MATCH(HG125,CompHeaders,0)",,,HG126
Sales Approach,Fitness Classes,"=MATCH(HH125,CompHeaders,0)",,,HH126
Sales Approach,Fitness Room,"=MATCH(HI125,CompHeaders,0)",,,HI126
Sales Approach,Five Fixture Bathrooms,"=MATCH(HJ125,CompHeaders,0)",,,HJ126
Sales Approach,Floor Covering_Carpet,"=MATCH(HK125,CompHeaders,0)",,,HK126
Sales Approach,Floor Covering_Other,"=MATCH(HL125,CompHeaders,0)",,,HL126
Sales Approach,Floor Covering_Tile,"=MATCH(HM125,CompHeaders,0)",,,HM126
Sales Approach,Floor Covering_Vinyl,"=MATCH(HN125,CompHeaders,0)",,,HN126
Sales Approach,Floor Covering_Wood,"=MATCH(HO125,CompHeaders,0)",,,HO126
Sales Approach,Floor Covering_Wood Composite,"=MATCH(HP125,CompHeaders,0)",,,HP126
Sales Approach,Full Service Spa,"=MATCH(HQ125,CompHeaders,0)",,,HQ126
Sales Approach,Fully Equipped Kitchen,"=MATCH(HR125,CompHeaders,0)",,,HR126
Sales Approach,Furnished Units,"=MATCH(HS125,CompHeaders,0)",,,HS126
Sales Approach,Garage_Under Building,"=MATCH(HT125,CompHeaders,0)",,,HT126
Sales Approach,Gated Entrance,"=MATCH(HU125,CompHeaders,0)",,,HU126
Sales Approach,Gift Shop,"=MATCH(HV125,CompHeaders,0)",,,HV126
Sales Approach,Golf Course,"=MATCH(HW125,CompHeaders,0)",,,HW126
Sales Approach,Granite_Stone Countertops,"=MATCH(HX125,CompHeaders,0)",,,HX126
Sales Approach,Guest Laundry,"=MATCH(HY125,CompHeaders,0)",,,HY126
Sales Approach,Hearing Accessible,"=MATCH(HZ125,CompHeaders,0)",,,HZ126
Sales Approach,Horseshoes,"=MATCH(IA125,CompHeaders,0)",,,IA126
Sales Approach,Indoor Swimming Pool,"=MATCH(IB125,CompHeaders,0)",,,IB126
Sales Approach,Indoor Waterpark,"=MATCH(IC125,CompHeaders,0)",,,IC126
Sales Approach,Kids Club,"=MATCH(ID125,CompHeaders,0)",,,ID126
Sales Approach,Lake_Pond_Beach,"=MATCH(IE125,CompHeaders,0)",,,IE126
Sales Approach,Leased Business Center_Shipping,"=MATCH(IF125,CompHeaders,0)",,,IF126
Sales Approach,Leased Nightclub,"=MATCH(IG125,CompHeaders,0)",,,IG126
Sales Approach,Leased Restaurant,"=MATCH(IH125,CompHeaders,0)",,,IH126
Sales Approach,LEED Certified,"=MATCH(II125,CompHeaders,0)",,,II126
Sales Approach,LEED Certified_Gold,"=MATCH(IJ125,CompHeaders,0)",,,IJ126
Sales Approach,LEED Certified_Silver,"=MATCH(IK125,CompHeaders,0)",,,IK126
Sales Approach,Library,"=MATCH(IL125,CompHeaders,0)",,,IL126
Sales Approach,Lobby Workstation,"=MATCH(IM125,CompHeaders,0)",,,IM126
Sales Approach,Lobby Workstation_Business Center,"=MATCH(IN125,CompHeaders,0)",,,IN126
Sales Approach,Local Shuttle,"=MATCH(IO125,CompHeaders,0)",,,IO126
Sales Approach,Market Pantry,"=MATCH(IP125,CompHeaders,0)",,,IP126
Sales Approach,Marina_Dock,"=MATCH(IQ125,CompHeaders,0)",,,IQ126
Sales Approach,Meditation_Relaxation Room,"=MATCH(IR125,CompHeaders,0)",,,IR126
Sales Approach,Meeting Room,"=MATCH(IS125,CompHeaders,0)",,,IS126
Sales Approach,Meeting Space,"=MATCH(IT125,CompHeaders,0)",,,IT126
Sales Approach,Microwave,"=MATCH(IU125,CompHeaders,0)",,,IU126
Sales Approach,Mini Refrigerator,"=MATCH(IV125,CompHeaders,0)",,,IV126
Sales Approach,Movement Studio,"=MATCH(IW125,CompHeaders,0)",,,IW126
Sales Approach,Movie_Theater Room,"=MATCH(IX125,CompHeaders,0)",,,IX126
Sales Approach,Multiple Pools,"=MATCH(IY125,CompHeaders,0)",,,IY126
Sales Approach,Nightclub,"=MATCH(IZ125,CompHeaders,0)",,,IZ126
Sales Approach,Outdoor Patio,"=MATCH(JA125,CompHeaders,0)",,,JA126
Sales Approach,Outdoor Patio and Fire Pit,"=MATCH(JB125,CompHeaders,0)",,,JB126
Sales Approach,Outdoor Swimming Pool,"=MATCH(JC125,CompHeaders,0)",,,JC126
Sales Approach,Outdoor Waterpark,"=MATCH(JD125,CompHeaders,0)",,,JD126
Sales Approach,Park,"=MATCH(JE125,CompHeaders,0)",,,JE126
Sales Approach,Parking_Lot,"=MATCH(JF125,CompHeaders,0)",,,JF126
Sales Approach,Patios_Balcony,"=MATCH(JG125,CompHeaders,0)",,,JG126
Sales Approach,Pet Area,"=MATCH(JH125,CompHeaders,0)",,,JH126
Sales Approach,Pet Friendly,"=MATCH(JI125,CompHeaders,0)",,,JI126
Sales Approach,Pickleball,"=MATCH(JJ125,CompHeaders,0)",,,JJ126
Sales Approach,Playground,"=MATCH(JK125,CompHeaders,0)",,,JK126
Sales Approach,Pool Lift,"=MATCH(JL125,CompHeaders,0)",,,JL126
Sales Approach,Putting Green,"=MATCH(JM125,CompHeaders,0)",,,JM126
Sales Approach,Refrigerator,"=MATCH(JN125,CompHeaders,0)",,,JN126
Sales Approach,Restaurant,"=MATCH(JO125,CompHeaders,0)",,,JO126
Sales Approach,Restaurant and Lounge,"=MATCH(JP125,CompHeaders,0)",,,JP126
Sales Approach,Retail Outlet_Leased,"=MATCH(JQ125,CompHeaders,0)",,,JQ126
Sales Approach,Retail Outlet_Operated,"=MATCH(JR125,CompHeaders,0)",,,JR126
Sales Approach,Roll_In Shower,"=MATCH(JS125,CompHeaders,0)",,,JS126
Sales Approach,Rooftop Bar,"=MATCH(JT125,CompHeaders,0)",,,JT126
Sales Approach,Rooftop Terrace,"=MATCH(JU125,CompHeaders,0)",,,JU126
Sales Approach,Room Service,"=MATCH(JV125,CompHeaders,0)",,,JV126
Sales Approach,Salon_Barber Shop,"=MATCH(JW125,CompHeaders,0)",,,JW126
Sales Approach,Sauna,"=MATCH(JX125,CompHeaders,0)",,,JX126
Sales Approach,Screened Porches,"=MATCH(JY125,CompHeaders,0)",,,JY126
Sales Approach,Security Alarm,"=MATCH(JZ125,CompHeaders,0)",,,JZ126
Sales Approach,Self Parking,"=MATCH(KA125,CompHeaders,0)",,,KA126
Sales Approach,Signature Restaurant,"=MATCH(KB125,CompHeaders,0)",,,KB126
Sales Approach,Ski Access_Non_Direct,"=MATCH(KC125,CompHeaders,0)",,,KC126
Sales Approach,Ski In,"=MATCH(KD125,CompHeaders,0)",,,KD126
Sales Approach,Ski In_Ski Out,"=MATCH(KE125,CompHeaders,0)",,,KE126
Sales Approach,Ski Out,"=MATCH(KF125,CompHeaders,0)",,,KF126
Sales Approach,Slot Machines,"=MATCH(KG125,CompHeaders,0)",,,KG126
Sales Approach,Smoke_Free,"=MATCH(KH125,CompHeaders,0)",,,KH126
Sales Approach,Spa Retail,"=MATCH(KI125,CompHeaders,0)",,,KI126
Sales Approach,Spa Treatment Rooms,"=MATCH(KJ125,CompHeaders,0)",,,KJ126
Sales Approach,Sport Court,"=MATCH(KK125,CompHeaders,0)",,,KK126
Sales Approach,Sport Field,"=MATCH(KL125,CompHeaders,0)",,,KL126
Sales Approach,Staffed Business Center,"=MATCH(KM125,CompHeaders,0)",,,KM126
Sales Approach,Stainless Steel Appliances,"=MATCH(KN125,CompHeaders,0)",,,KN126
Sales Approach,Steam Room,"=MATCH(KO125,CompHeaders,0)",,,KO126
Sales Approach,Storm Shelter,"=MATCH(KP125,CompHeaders,0)",,,KP126
Sales Approach,Stove_Oven,"=MATCH(KQ125,CompHeaders,0)",,,KQ126
Sales Approach,Sundries Counter,"=MATCH(KR125,CompHeaders,0)",,,KR126
Sales Approach,Table Games,"=MATCH(KS125,CompHeaders,0)",,,KS126
Sales Approach,Tennis Court,"=MATCH(KT125,CompHeaders,0)",,,KT126
Sales Approach,Town Car,"=MATCH(KU125,CompHeaders,0)",,,KU126
Sales Approach,Truck Parking,"=MATCH(KV125,CompHeaders,0)",,,KV126
Sales Approach,UPS_Leased,"=MATCH(KW125,CompHeaders,0)",,,KW126
Sales Approach,Valet Laundry,"=MATCH(KX125,CompHeaders,0)",,,KX126
Sales Approach,Valet Parking,"=MATCH(KY125,CompHeaders,0)",,,KY126
Sales Approach,Vaulted Ceilings,"=MATCH(KZ125,CompHeaders,0)",,,KZ126
Sales Approach,Volleyball,"=MATCH(LA125,CompHeaders,0)",,,LA126
Sales Approach,Walk In Closets,"=MATCH(LB125,CompHeaders,0)",,,LB126
Sales Approach,Water Access,"=MATCH(LC125,CompHeaders,0)",,,LC126
Sales Approach,Waterslide,"=MATCH(LD125,CompHeaders,0)",,,LD126
Sales Approach,Wedding Venue,"=MATCH(LE125,CompHeaders,0)",,,LE126
Sales Approach,Whirlpool,"=MATCH(LF125,CompHeaders,0)",,,LF126
Sales Approach,Window Coverings_Blinds,"=MATCH(LG125,CompHeaders,0)",,,LG126
Sales Approach,Window Coverings_Drapes,"=MATCH(LH125,CompHeaders,0)",,,LH126
Sales Approach,Window Coverings_Shades,"=MATCH(LI125,CompHeaders,0)",,,LI126
Sales Approach,Yoga Room,"=MATCH(LJ125,CompHeaders,0)",,,LJ126
Sales Approach,Temporary Hotels UDF String,"=MATCH(LS125,CompHeadersLease,0)",,,LS126
Sales Approach,Temporary Hotels UDF String,"=MATCH(LT125,CompHeadersLease,0)",,,LT126
Sales Approach,VeryHidden,=BN139,,,BN127
Sales Approach,VeryHidden,"=MATCH(""Proj Amenities Checklist"",CompHeaders,0)",,,BR127
Sales Approach,VeryHidden,"=INDEX(CompTableData,$BN127,$BR127)&IF(ISBLANK(INDEX(CompTableData,$BN127,$BR127)),"""","","")",,,BS127
Sales Approach,VeryHidden,=BS127,,,BT127
Sales Approach,VeryHidden,=BT127,,,BU127
Sales Approach,VeryHidden,=BU127,,,BV127
Sales Approach,VeryHidden,=BV127,,,BW127
Sales Approach,VeryHidden,=BW127,,,BX127
Sales Approach,VeryHidden,=BX127,,,BY127
Sales Approach,VeryHidden,=BY127,,,BZ127
Sales Approach,VeryHidden,=BZ127,,,CA127
Sales Approach,VeryHidden,=CA127,,,CB127
Sales Approach,Unknown_Field_CC127,=CB127,,,CC127
Sales Approach,Unknown_Field_CD127,=CC127,,,CD127
Sales Approach,Unknown_Field_CE127,=CD127,,,CE127
Sales Approach,Unknown_Field_CF127,=CE127,,,CF127
Sales Approach,Unknown_Field_CG127,=CF127,,,CG127
Sales Approach,Unknown_Field_CH127,=CG127,,,CH127
Sales Approach,Unknown_Field_CI127,=CH127,,,CI127
Sales Approach,Unknown_Field_CJ127,=CI127,,,CJ127
Sales Approach,Unknown_Field_CK127,=CJ127,,,CK127
Sales Approach,Unknown_Field_CL127,=CK127,,,CL127
Sales Approach,Unknown_Field_CM127,=CL127,,,CM127
Sales Approach,Unknown_Field_CN127,=CM127,,,CN127
Sales Approach,Unknown_Field_CO127,=CN127,,,CO127
Sales Approach,Unknown_Field_CP127,=CO127,,,CP127
Sales Approach,Unknown_Field_CQ127,=CP127,,,CQ127
Sales Approach,Unknown_Field_CR127,=CQ127,,,CR127
Sales Approach,Unknown_Field_CS127,=CR127,,,CS127
Sales Approach,Unknown_Field_CT127,=CS127,,,CT127
Sales Approach,Unknown_Field_CU127,=CT127,,,CU127
Sales Approach,Unknown_Field_CV127,=CU127,,,CV127
Sales Approach,Unknown_Field_CW127,=CV127,,,CW127
Sales Approach,Unknown_Field_CX127,=CW127,,,CX127
Sales Approach,Unknown_Field_CY127,=CX127,,,CY127
Sales Approach,Unknown_Field_CZ127,=CY127,,,CZ127
Sales Approach,Unknown_Field_DA127,=CZ127,,,DA127
Sales Approach,Unknown_Field_DB127,=DA127,,,DB127
Sales Approach,Unknown_Field_DC127,=DB127,,,DC127
Sales Approach,Unknown_Field_DD127,=DC127,,,DD127
Sales Approach,Unknown_Field_DE127,=DD127,,,DE127
Sales Approach,Unknown_Field_DF127,=DE127,,,DF127
Sales Approach,Unknown_Field_DG127,=DF127,,,DG127
Sales Approach,Unknown_Field_DH127,=DG127,,,DH127
Sales Approach,Unknown_Field_DI127,=DH127,,,DI127
Sales Approach,Unknown_Field_DJ127,=DI127,,,DJ127
Sales Approach,Unknown_Field_DK127,=DJ127,,,DK127
Sales Approach,Unknown_Field_DL127,=DK127,,,DL127
Sales Approach,Unknown_Field_DM127,=DL127,,,DM127
Sales Approach,Unknown_Field_DN127,=DM127,,,DN127
Sales Approach,Unknown_Field_DO127,=DN127,,,DO127
Sales Approach,Unknown_Field_DP127,=DO127,,,DP127
Sales Approach,Unknown_Field_DQ127,=DP127,,,DQ127
Sales Approach,Unknown_Field_DR127,=DQ127,,,DR127
Sales Approach,Unknown_Field_DS127,=DR127,,,DS127
Sales Approach,Unknown_Field_DT127,=DS127,,,DT127
Sales Approach,Unknown_Field_DU127,=DT127,,,DU127
Sales Approach,Unknown_Field_DV127,=DU127,,,DV127
Sales Approach,Unknown_Field_DW127,=DV127,,,DW127
Sales Approach,Unknown_Field_DX127,=DV127,,,DX127
Sales Approach,Unknown_Field_DY127,=DX127,,,DY127
Sales Approach,Unknown_Field_DZ127,=DY127,,,DZ127
Sales Approach,Unknown_Field_EA127,=DZ127,,,EA127
Sales Approach,Unknown_Field_EB127,=EA127,,,EB127
Sales Approach,Unknown_Field_EC127,=EB127,,,EC127
Sales Approach,Unknown_Field_ED127,=EC127,,,ED127
Sales Approach,Unknown_Field_EE127,=ED127,,,EE127
Sales Approach,Unknown_Field_EF127,=EE127,,,EF127
Sales Approach,Unknown_Field_EG127,=EF127,,,EG127
Sales Approach,Unknown_Field_EH127,=EG127,,,EH127
Sales Approach,Unknown_Field_EI127,=EH127,,,EI127
Sales Approach,Unknown_Field_EJ127,=EI127,,,EJ127
Sales Approach,Unknown_Field_EK127,=EJ127,,,EK127
Sales Approach,Unknown_Field_EL127,=EK127,,,EL127
Sales Approach,Unknown_Field_EM127,=EL127,,,EM127
Sales Approach,Unknown_Field_EN127,=EM127,,,EN127
Sales Approach,Unknown_Field_EO127,=EN127,,,EO127
Sales Approach,Unknown_Field_EP127,=EO127,,,EP127
Sales Approach,Unknown_Field_EQ127,=EP127,,,EQ127
Sales Approach,Unknown_Field_ER127,=EO127,,,ER127
Sales Approach,Unknown_Field_ES127,=EP127,,,ES127
Sales Approach,Unknown_Field_ET127,=EQ127,,,ET127
Sales Approach,Unknown_Field_EU127,=ET127,,,EU127
Sales Approach,Unknown_Field_EV127,=EU127,,,EV127
Sales Approach,Unknown_Field_EW127,=EV127,,,EW127
Sales Approach,Unknown_Field_EX127,=EW127,,,EX127
Sales Approach,Unknown_Field_EY127,=CJ127,,,EY127
Sales Approach,Unknown_Field_EZ127,=EY127,,,EZ127
Sales Approach,Unknown_Field_FA127,=EY127,,,FA127
Sales Approach,Unknown_Field_FB127,=EZ127,,,FB127
Sales Approach,Unknown_Field_FC127,=FB127,,,FC127
Sales Approach,Unknown_Field_FD127,=FA127,,,FD127
Sales Approach,Unknown_Field_FE127,=FD127,,,FE127
Sales Approach,Unknown_Field_FF127,=FC127,,,FF127
Sales Approach,Unknown_Field_FG127,=FF127,,,FG127
Sales Approach,Unknown_Field_FH127,=FG127,,,FH127
Sales Approach,Unknown_Field_FI127,=FH127,,,FI127
Sales Approach,Unknown_Field_FJ127,=FI127,,,FJ127
Sales Approach,Unknown_Field_FK127,=FJ127,,,FK127
Sales Approach,Unknown_Field_FL127,=FK127,,,FL127
Sales Approach,Unknown_Field_FM127,=FL127,,,FM127
Sales Approach,Unknown_Field_FN127,=FM127,,,FN127
Sales Approach,Unknown_Field_FO127,=FN127,,,FO127
Sales Approach,Unknown_Field_FP127,=FO127,,,FP127
Sales Approach,Unknown_Field_FQ127,=FP127,,,FQ127
Sales Approach,Unknown_Field_FR127,=FL127,,,FR127
Sales Approach,Unknown_Field_FS127,=FR127,,,FS127
Sales Approach,Unknown_Field_FT127,=FS127,,,FT127
Sales Approach,PctDiff,"=IF(ISERROR(BN127),"""",($LK$133-LK127)/$LK$133)",,,LL127
Sales Approach,Row,"=MATCH(LL127,INDEX(tblCompAdjustment[Threshold],LM$125):INDEX(tblCompAdjustment[Threshold],LN$125),1)",,,LM127
Sales Approach,Unknown_Field_LN127,"=IFERROR(IF(LK127=0,"""",INDEX(tblAmenityRating[Rating],MATCH(LK127,tblAmenityRating[AmenityPoints],1))),""Average"")",,,LN127
Sales Approach,Unit Features Checklist,"=""|""&SUBSTITUTE(INDEX(CompTableData,$BN127,LS$126),"","",""|"")&""|""",,,LS127
Sales Approach,Proj Amenities Checklist,"=""|""&SUBSTITUTE(INDEX(CompTableData,$BN127,LT$126),"","",""|"")&""|""",,,LT127
Sales Approach,VeryHidden,=BN140,,,BN128
Sales Approach,VeryHidden,=BR127,,,BR128
Sales Approach,VeryHidden,"=INDEX(CompTableData,$BN128,$BR128)&IF(ISBLANK(INDEX(CompTableData,$BN128,$BR128)),"""","","")",,,BS128
Sales Approach,VeryHidden,=BS128,,,BT128
Sales Approach,VeryHidden,=BT128,,,BU128
Sales Approach,VeryHidden,=BU128,,,BV128
Sales Approach,VeryHidden,=BV128,,,BW128
Sales Approach,VeryHidden,=BW128,,,BX128
Sales Approach,VeryHidden,=BX128,,,BY128
Sales Approach,VeryHidden,=BY128,,,BZ128
Sales Approach,VeryHidden,=BZ128,,,CA128
Sales Approach,VeryHidden,=CA128,,,CB128
Sales Approach,Unknown_Field_CC128,=CB128,,,CC128
Sales Approach,Unknown_Field_CD128,=CC128,,,CD128
Sales Approach,Unknown_Field_CE128,=CD128,,,CE128
Sales Approach,Unknown_Field_CF128,=CE128,,,CF128
Sales Approach,Unknown_Field_CG128,=CF128,,,CG128
Sales Approach,Unknown_Field_CH128,=CG128,,,CH128
Sales Approach,Unknown_Field_CI128,=CH128,,,CI128
Sales Approach,Unknown_Field_CJ128,=CI128,,,CJ128
Sales Approach,Unknown_Field_CK128,=CJ128,,,CK128
Sales Approach,Unknown_Field_CL128,=CK128,,,CL128
Sales Approach,Unknown_Field_CM128,=CL128,,,CM128
Sales Approach,Unknown_Field_CN128,=CM128,,,CN128
Sales Approach,Unknown_Field_CO128,=CN128,,,CO128
Sales Approach,Unknown_Field_CP128,=CO128,,,CP128
Sales Approach,Unknown_Field_CQ128,=CP128,,,CQ128
Sales Approach,Unknown_Field_CR128,=CQ128,,,CR128
Sales Approach,Unknown_Field_CS128,=CR128,,,CS128
Sales Approach,Unknown_Field_CT128,=CS128,,,CT128
Sales Approach,Unknown_Field_CU128,=CT128,,,CU128
Sales Approach,Unknown_Field_CV128,=CU128,,,CV128
Sales Approach,Unknown_Field_CW128,=CV128,,,CW128
Sales Approach,Unknown_Field_CX128,=CW128,,,CX128
Sales Approach,Unknown_Field_CY128,=CX128,,,CY128
Sales Approach,Unknown_Field_CZ128,=CY128,,,CZ128
Sales Approach,Unknown_Field_DA128,=CZ128,,,DA128
Sales Approach,Unknown_Field_DB128,=DA128,,,DB128
Sales Approach,Unknown_Field_DC128,=DB128,,,DC128
Sales Approach,Unknown_Field_DD128,=DC128,,,DD128
Sales Approach,Unknown_Field_DE128,=DD128,,,DE128
Sales Approach,Unknown_Field_DF128,=DE128,,,DF128
Sales Approach,Unknown_Field_DG128,=DF128,,,DG128
Sales Approach,Unknown_Field_DH128,=DG128,,,DH128
Sales Approach,Unknown_Field_DI128,=DH128,,,DI128
Sales Approach,Unknown_Field_DJ128,=DI128,,,DJ128
Sales Approach,Unknown_Field_DK128,=DJ128,,,DK128
Sales Approach,Unknown_Field_DL128,=DK128,,,DL128
Sales Approach,Unknown_Field_DM128,=DL128,,,DM128
Sales Approach,Unknown_Field_DN128,=DM128,,,DN128
Sales Approach,Unknown_Field_DO128,=DN128,,,DO128
Sales Approach,Unknown_Field_DP128,=DO128,,,DP128
Sales Approach,Unknown_Field_DQ128,=DP128,,,DQ128
Sales Approach,Unknown_Field_DR128,=DQ128,,,DR128
Sales Approach,Unknown_Field_DS128,=DR128,,,DS128
Sales Approach,Unknown_Field_DT128,=DS128,,,DT128
Sales Approach,Unknown_Field_DU128,=DT128,,,DU128
Sales Approach,Unknown_Field_DV128,=DU128,,,DV128
Sales Approach,Unknown_Field_DW128,=DV128,,,DW128
Sales Approach,Unknown_Field_DX128,=DV128,,,DX128
Sales Approach,Unknown_Field_DY128,=DX128,,,DY128
Sales Approach,Unknown_Field_DZ128,=DY128,,,DZ128
Sales Approach,Unknown_Field_EA128,=DZ128,,,EA128
Sales Approach,Unknown_Field_EB128,=EA128,,,EB128
Sales Approach,Unknown_Field_EC128,=EB128,,,EC128
Sales Approach,Unknown_Field_ED128,=EC128,,,ED128
Sales Approach,Unknown_Field_EE128,=ED128,,,EE128
Sales Approach,Unknown_Field_EF128,=EE128,,,EF128
Sales Approach,Unknown_Field_EG128,=EF128,,,EG128
Sales Approach,Unknown_Field_EH128,=EG128,,,EH128
Sales Approach,Unknown_Field_EI128,=EH128,,,EI128
Sales Approach,Unknown_Field_EJ128,=EI128,,,EJ128
Sales Approach,Unknown_Field_EK128,=EJ128,,,EK128
Sales Approach,Unknown_Field_EL128,=EK128,,,EL128
Sales Approach,Unknown_Field_EM128,=EL128,,,EM128
Sales Approach,Unknown_Field_EN128,=EM128,,,EN128
Sales Approach,Unknown_Field_EO128,=EN128,,,EO128
Sales Approach,Unknown_Field_EP128,=EO128,,,EP128
Sales Approach,Unknown_Field_EQ128,=EP128,,,EQ128
Sales Approach,Unknown_Field_ER128,=EO128,,,ER128
Sales Approach,Unknown_Field_ES128,=EP128,,,ES128
Sales Approach,Unknown_Field_ET128,=EQ128,,,ET128
Sales Approach,Unknown_Field_EU128,=ET128,,,EU128
Sales Approach,Unknown_Field_EV128,=EU128,,,EV128
Sales Approach,Unknown_Field_EW128,=EV128,,,EW128
Sales Approach,Unknown_Field_EX128,=EW128,,,EX128
Sales Approach,Unknown_Field_EY128,=CJ128,,,EY128
Sales Approach,Unknown_Field_EZ128,=EY128,,,EZ128
Sales Approach,Unknown_Field_FA128,=EY128,,,FA128
Sales Approach,Unknown_Field_FB128,=EZ128,,,FB128
Sales Approach,Unknown_Field_FC128,=FB128,,,FC128
Sales Approach,Unknown_Field_FD128,=FA128,,,FD128
Sales Approach,Unknown_Field_FE128,=FD128,,,FE128
Sales Approach,Unknown_Field_FF128,=FC128,,,FF128
Sales Approach,Unknown_Field_FG128,=FF128,,,FG128
Sales Approach,Unknown_Field_FH128,=FG128,,,FH128
Sales Approach,Unknown_Field_FI128,=FH128,,,FI128
Sales Approach,Unknown_Field_FJ128,=FI128,,,FJ128
Sales Approach,Unknown_Field_FK128,=FJ128,,,FK128
Sales Approach,Unknown_Field_FL128,=FK128,,,FL128
Sales Approach,Unknown_Field_FM128,=FL128,,,FM128
Sales Approach,Unknown_Field_FN128,=FM128,,,FN128
Sales Approach,Unknown_Field_FO128,=FN128,,,FO128
Sales Approach,Unknown_Field_FP128,=FO128,,,FP128
Sales Approach,Unknown_Field_FQ128,=FP128,,,FQ128
Sales Approach,Unknown_Field_FR128,=FL128,,,FR128
Sales Approach,Unknown_Field_FS128,=FR128,,,FS128
Sales Approach,Unknown_Field_FT128,=FS128,,,FT128
Sales Approach,PctDiff,"=IF(ISERROR(BN128),"""",($LK$133-LK128)/$LK$133)",,,LL128
Sales Approach,Row,"=MATCH(LL128,INDEX(tblCompAdjustment[Threshold],LM$125):INDEX(tblCompAdjustment[Threshold],LN$125),1)",,,LM128
Sales Approach,Unknown_Field_LN128,"=IFERROR(IF(LK128=0,"""",INDEX(tblAmenityRating[Rating],MATCH(LK128,tblAmenityRating[AmenityPoints],1))),""Average"")",,,LN128
Sales Approach,Unit Features Checklist,"=""|""&SUBSTITUTE(INDEX(CompTableData,$BN128,LS$126),"","",""|"")&""|""",,,LS128
Sales Approach,Proj Amenities Checklist,"=""|""&SUBSTITUTE(INDEX(CompTableData,$BN128,LT$126),"","",""|"")&""|""",,,LT128
Sales Approach,VeryHidden,=BN141,,,BN129
Sales Approach,VeryHidden,=BR128,,,BR129
Sales Approach,VeryHidden,"=INDEX(CompTableData,$BN129,$BR129)&IF(ISBLANK(INDEX(CompTableData,$BN129,$BR129)),"""","","")",,,BS129
Sales Approach,VeryHidden,=BS129,,,BT129
Sales Approach,VeryHidden,=BT129,,,BU129
Sales Approach,VeryHidden,=BU129,,,BV129
Sales Approach,VeryHidden,=BV129,,,BW129
Sales Approach,VeryHidden,=BW129,,,BX129
Sales Approach,VeryHidden,=BX129,,,BY129
Sales Approach,VeryHidden,=BY129,,,BZ129
Sales Approach,VeryHidden,=BZ129,,,CA129
Sales Approach,VeryHidden,=CA129,,,CB129
